,x,y,label
0,5.153759593999811,-1.2396862811307585,0
1,5.165021094425573,-4.0928425517987925,0
2,-0.6641044604477608,-1.935448269154623,1
3,3.7389517718776983,-2.4271053963456755,0
4,3.5764184375559873,-0.1803520848722484,1
5,2.0252358022497035,0.9225288785110778,1
6,1.9780392107149232,-3.461412824544843,0
7,4.607374241792558,-1.8020518031945694,0
8,3.2054923196976928,-0.9455288565446849,0
9,3.022325255876966,-1.2736152024597431,1
10,3.8187424346723393,-3.264797502753672,1
11,2.016410580188433,0.07086852240334818,1
12,5.392614938043547,0.03719072393169287,1
13,3.2538851448463864,-0.2526614916494042,1
14,6.997602122158335,-5.2216761377039385,0
15,0.37337715532248605,-0.17482846509549033,1
16,4.636403429003916,-4.209567102022337,0
17,5.655247065949728,-4.256104522779374,0
18,4.24289759218132,0.33830381875204946,1
19,5.427257322736187,0.058668023245097456,1
20,3.590168223846902,0.3815601270515468,1
21,5.124930436194207,-4.26160340738066,0
22,2.214098976154491,2.1033805949463247,1
23,2.043180301247258,2.311412156227682,1
24,6.312526140799527,-2.678295701593155,0
25,5.193761786910699,-2.4680803276533068,0
26,6.173171057937935,-1.0335747613829778,0
27,4.571355762780792,3.514980206185198,1
28,3.1857873413591227,-4.442440316881736,0
29,3.3311843580333496,-0.9164669454442729,0
30,1.8259867813477222,2.4452075624002085,1
31,1.9553831097110723,0.35606846099641015,1
32,0.9279815178745179,2.6604358445175293,1
33,4.62584572114611,-2.0075803321451824,1
34,3.196457917374227,-1.3667120167543683,1
35,4.458832583587695,-2.059932867592206,0
36,3.7961929628554705,2.071028012293498,1
37,4.340705928723214,-6.051347282961037,0
38,2.0160929965655163,-2.287184886808636,0
39,3.170730273681075,-1.6616385748385594,1
40,2.905239573256287,0.41905177057760634,1
41,0.8179783321366823,-0.7070667296727717,0
42,2.363807742891162,-0.8916251671199036,1
43,4.885199390192738,0.9527843363557764,1
44,2.503712006347942,-6.534737835492738,0
45,1.543453078856555,0.8758332280088215,1
46,2.217485619681929,-3.0621506509727077,0
47,5.619242720226806,-3.883646202865281,0
48,2.528415153106012,-0.2992990318544868,1
49,1.9026681748661032,-4.348641842501792,0
50,3.223900259329946,-3.5513206256141396,0
51,5.345762939657328,-3.064647196495772,0
52,3.119495981224404,-3.2185452090382807,1
53,6.810306865153826,-1.5067946246633435,1
54,4.150129822278821,-4.276483560849319,0
55,4.137087816135206,3.1693948458904355,1
56,5.98538692251269,-4.97470196248271,0
57,3.615275344936482,-0.6523888610208293,1
58,5.254429192982507,-4.781635807593821,0
59,0.4212261204767751,-1.5307469508884997,0
60,3.2787367500193336,0.14550955828033463,1
61,2.2868430797666455,1.9671656929519556,1
62,3.217714944284293,-5.559451400830049,0
63,5.368603549106262,-0.9837578096360824,0
64,4.9529561277039065,1.1591860317657667,1
65,3.1341196527960626,-5.9430857265448,0
66,2.150961662481521,-2.8966168363791485,0
67,4.162066952205438,-0.7073161815142441,0
68,2.9892183389199225,3.27749611177521,1
69,3.5434050566037647,0.3362081674794203,1
70,5.851543512125128,-2.459768218281873,0
71,2.38666805791333,-1.5683453839613446,0
72,4.664569236623732,-2.7070874712886708,1
73,3.2492051313566757,-0.0588242283841387,1
74,3.9892481802003323,3.869513967878964,1
75,5.592207964261303,0.8791776620049715,1
76,5.874311506333612,-4.669463081177929,0
77,3.961121679454993,-3.7639404480740266,0
78,5.519540629154425,-2.6408780922091752,0
79,4.674382685816846,-2.421868797429301,0
80,4.576826468439934,-1.8570590976634294,1
81,2.952870660000763,0.9623685537074921,1
82,5.166374508802027,-0.7826527526240254,0
83,0.6569503127182887,-4.792417966270294,0
84,1.2248324619953053,1.8666411179122926,1
85,5.819291264745871,3.3349201333575604,1
86,2.5700511788970903,-3.221684797266884,0
87,4.851889807132896,1.3323919788698702,1
88,6.062823523696088,-0.7183104778644733,1
89,2.4931525732464213,-0.11297944778210145,1
90,2.612914428998412,-4.1621621656689385,0
91,4.823556672963058,2.510240116789066,1
92,0.2688629381789105,-5.241733524196898,0
93,2.3127876460000527,-1.2029668126097461,1
94,4.479671587516903,-2.0993144096075325,0
95,5.243017339544467,-2.8522557139448925,0
96,1.5019065584957523,-3.1991790083199674,0
97,1.8547143572883222,-4.238386569081804,0
98,3.846651909010982,-3.8915217740108794,0
99,5.099459568025183,-2.8303143791475076,0
100,3.567580186406067,1.0234362080587887,1
101,6.965618967124891,-3.3794256343063163,0
102,5.986389656611941,-1.9099521030616882,0
103,8.065810509055476,-1.669394012336399,1
104,3.7479855674037323,-5.918782576852525,0
105,3.595357326373998,0.7684522173361691,1
106,3.759082817595455,-3.415303451448741,0
107,0.5649440452639838,-3.1286655488903827,0
108,7.2748784569221465,-1.513426715500638,0
109,3.674102925926727,-4.113591395742507,0
110,1.528735158637606,-2.094315910305343,0
111,3.4046763957952226,0.03757228275542568,1
112,4.108936074215512,-4.534074827388175,0
113,4.143256005128911,-0.6652845066658397,1
114,0.273083999545773,3.589806090811631,1
115,1.7040254035327012,0.41688431189617736,0
116,4.2125196717626325,2.49481855830804,1
117,3.5875597623448656,-0.49463069519856084,1
118,0.591970129908002,0.042835048756838745,1
119,4.002850525148175,-2.0972834150610744,0
120,4.1815251968000355,-4.044955886858318,0
121,5.102388930111774,3.8635709490305024,1
122,3.211481438471156,-3.642756177733159,0
123,8.938096152858925,-1.123046735088939,0
124,6.6555201126674035,-3.5079672774762214,0
125,4.511775742657365,-1.1624881310216633,1
126,1.488743722342924,-2.68648259526004,0
127,1.9952466884220335,-5.102358744178581,0
128,5.768306031411016,-4.87888055482482,0
129,6.9480091028005395,-2.2338371078879122,0
130,9.016472238629762,-1.145995510035699,0
131,3.5761037291405042,-4.376114485838382,0
132,2.2169885107331058,-1.7002247493033207,0
133,4.859971229055543,-0.6700444401423284,1
134,1.542547051923171,3.0092975446192987,1
135,4.033614541642779,-1.7002206096011578,1
136,4.207644269206314,-1.420334983730351,1
137,2.485167943763064,-1.8413925936350293,0
138,1.2038092107167384,-1.171478051017078,1
139,1.2306420008322365,-2.6814853475696943,0
140,1.5937429939370795,1.0427646196744105,1
141,3.9469768223919246,1.8461758576598206,1
142,5.207673204703032,3.6816928895012806,1
143,1.820747371665511,0.020069655282835552,1
144,2.208458025948165,-3.6833112637949057,0
145,5.5678491527898935,-3.049179370810232,0
146,5.772236431411481,2.4340948333845507,1
147,5.16372690738582,-3.3294968811394705,0
148,3.8389929249810795,0.7270389450301546,1
149,-1.2600212241071995,1.3026943649554839,1
150,3.347221105396318,-4.253658993402406,0
151,3.7895371146876027,-1.1069391395912807,1
152,6.131019475100151,-1.8829254126148876,0
153,1.5063194930293329,1.6809208171184709,1
154,3.860428456520756,-1.4625041799932237,0
155,4.082962177904541,-3.3818782551004514,0
156,-0.022912619497928333,2.3006592143516515,1
157,1.9279675855834788,1.1756052583389063,1
158,5.82351095658286,-3.405444317619275,0
159,1.3506466739523368,-1.8061047230590654,0
160,0.9322700486542632,-2.6003681833877503,0
161,5.620787783470689,0.5229094114579266,1
162,4.09374624067134,1.94942734385199,1
163,-1.4602492583939455,2.8485747791427776,1
164,4.2236279720302985,-1.5353680834186727,0
165,2.2867629862269645,-3.768317543793071,0
166,1.2061668443795095,-2.923024815574786,0
167,4.696301576814548,-2.8917042516374973,0
168,3.9790403591486463,-2.176646364833266,0
169,5.504524594466102,-1.3096534432024067,0
170,3.553641487066849,-2.3567322666127155,1
171,2.0907736430098334,1.9928318534453504,1
172,6.423626287088568,-3.534060083092567,0
173,4.596526745935319,-1.118199274139427,1
174,3.983237503898674,-1.3215976852336913,1
175,4.377489581485454,1.1667251540089931,1
176,0.43117786982383555,-3.155033614155517,0
177,0.5114204700524927,-0.05171175465892408,1
178,5.879601389520699,0.4042723053653773,1
179,4.6661264275526895,3.0659494991709955,1
180,5.155386522048478,-1.783207261369433,0
181,3.796005015663458,0.07561071819010268,0
182,2.3408904841920606,-5.728064245194464,0
183,4.778285856328667,0.1643602030375284,1
184,5.504295035673213,-3.595324398644932,0
185,6.548676973293423,-1.7733430350781958,0
186,3.005433842566221,-3.8638994935957354,0
187,5.640818096496831,-0.7125865512752501,1
188,1.9745514276979963,-1.9460598912309939,1
189,2.4726175676160342,-0.7500354593007417,1
190,4.578351662335548,-5.522054234783292,0
191,4.312531041519869,1.884102326429312,1
192,1.6989565463305176,-4.730684412714824,0
193,2.2043749248664755,-3.1037103694091766,0
194,4.058142050756113,1.1842847526977547,1
195,3.1679885126842935,-3.6377115442516104,0
196,5.478276489898357,0.920002285609967,1
197,5.281925262333486,-3.718435429462481,0
198,2.991325495847095,1.3659501135039256,1
199,2.660318402983333,-3.341016683210649,0
200,0.48129243563289625,-0.7858882153581854,0
201,1.9154257452861474,-1.5316242413055088,0
202,3.226607621260312,-2.737078390746569,1
203,3.5862147892289324,0.7870455797302094,1
204,2.695213732308104,-6.084835232496403,0
205,0.14221592408561534,-2.584494098992182,0
206,4.377682969742815,1.4696005496430473,0
207,1.56000481945863,-4.62017238015897,0
208,5.798389168164277,0.0746276050704775,1
209,4.234381267574972,-2.804873385517724,0
210,5.748953978490953,-7.815493889638625,0
211,2.7746920867451763,-2.313785887068307,0
212,0.35433916578340074,0.8687640093908382,1
