,x,y,label
0,-1.0480486958660722,0.14330804899326843,0
1,1.7946889787409481,0.12812162142845798,1
2,0.06120296495309274,0.21200936276535437,1
3,0.9473098808829752,0.39059795626321475,0
4,-0.8831208751035258,0.6936201317489152,0
5,-0.46250196121520176,0.7617180197809341,0
6,-0.7868238033532888,0.4964464581926819,0
7,1.6602452701217827,-0.06689670513166203,1
8,0.5745883363952256,-0.16281066218502158,1
9,1.3523647788709554,-0.24828759122039512,1
10,1.4354566234342168,-0.2924148048516879,1
11,1.9104991645329414,0.20905076767839176,1
12,0.5408364528217056,0.8286783737463584,0
13,0.7571140832520051,0.5646766956598086,0
14,0.143236068805787,-0.0697311671200195,1
15,-0.48189799500124963,0.7888331546995749,0
16,1.2740757843933883,-0.45370382201954795,1
17,0.9174009761543857,0.3256255856076453,0
18,0.8483307560275192,-0.45033731778859476,1
19,1.748145239631756,0.20345873962066133,1
20,1.7325557878166524,-0.08594341320569843,1
21,0.8830672384711414,0.6373880223398194,0
22,1.8103624955879671,-0.2614138012724857,1
23,1.8743512735467005,0.07681774595707114,1
24,0.39396180870424635,0.8869306072802536,0
25,0.040050602555285156,0.39520684949667484,1
26,1.016612593724597,0.5212795865184069,0
27,1.7580584654793547,-0.07701273474384908,1
28,1.9119509427368502,-0.07878327238347885,1
29,1.8869917410089931,-0.09942288316526002,1
30,-0.6882580383207622,0.5209972513534653,0
31,0.9799861797444905,0.14428498078097582,0
32,0.22335702513058028,0.9831310333475579,0
33,0.061542573191579845,0.39190959317507174,1
34,0.8445899078915721,0.5539198101803504,0
35,0.23348062433797478,-0.16609013183598742,1
36,0.9575692798247979,0.38207602024185744,0
37,0.623700186867077,0.4653662714888176,0
38,0.9497349162953165,-0.620529653944929,1
39,-0.5512352338598634,1.0581826146804758,0
40,0.570994984632097,0.8050998338411653,0
41,1.4327710948116887,-0.36294987474639806,1
42,0.8867696585821542,0.2642204009188804,0
43,-0.991791770347067,0.47422957738145843,0
44,0.2400097567828254,0.01705020698566509,1
45,-0.9251917345697892,0.3984475986520697,0
46,-0.8242225015630289,0.61868579947512,0
47,0.49077661405671114,0.9978923880448263,0
48,0.14392423076373378,0.06829138125511848,1
49,1.495917154861191,-0.49184651316298056,1
50,-0.11444431010081882,0.6249679919263226,1
51,0.5033607916882826,0.8980590743310742,0
52,-0.5162636606281834,0.8863827164582119,0
53,-0.5851546362301641,0.6728445328725374,0
54,0.8270313754881892,0.5640446883974549,0
55,0.023616013634920184,0.2726342603176191,1
56,0.028264020285379346,0.08752056087565611,1
57,1.6750788750591208,-0.12457461089876236,1
58,0.7843588521234061,0.2211736710674413,0
59,-0.4692443869806026,0.8405540099901995,0
60,0.9348825023813662,0.2873646318161878,0
61,0.7051424707869229,-0.277708495083385,1
62,1.5940761594992772,-0.3125598695538214,1
63,-0.3132652848451207,0.8044222788755919,0
64,0.45703573730376157,-0.4157039856532481,1
65,1.1102321689830783,-0.4771346221766264,1
66,1.6174286396049347,-0.20660094425694114,1
67,0.32705867165747987,1.0368994235496964,0
68,0.23612511168732214,1.0269605647370674,0
69,0.05468801700986244,0.3307161476697025,1
70,0.7535697076154403,0.7266031997737978,0
71,-0.02057580559244809,1.0572308248111397,0
72,0.9361044310728681,0.393304317267139,0
73,1.2531830262730617,-0.36469566425950767,1
74,-0.7721052909031554,0.6050265371107875,0
75,0.6921675392038282,0.7409964965747482,0
76,0.9568443844163531,-0.4245340901117676,1
77,1.0546225426346556,-0.08082053285816201,0
78,0.3051621714351235,-0.27899819012158444,1
79,1.9508666596284547,0.04772232543633792,1
80,0.4813171300610323,-0.2752616110248149,1
81,0.5262184333038717,0.5908534166819189,0
82,1.8851860920461627,0.18974144135817386,1
83,0.7386528155557626,-0.3599629109213609,1
84,-0.6828224858202645,0.4247705557655108,0
